time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-05T13:59:13.580Z,32.7455,-115.8261667,6.51,0.98,ml,15,100,0.1269,0.16,ci,ci39541631,2021-02-05T17:52:26.396Z,"16km E of Ocotillo, CA",earthquake,0.36,1.88,0.191,8,reviewed,ci,ci
2021-02-05T13:57:05.970Z,38.7885017,-122.7671661,2.52,0.56,md,9,94,0.01343,0.02,nc,nc73518811,2021-02-05T16:27:07.373Z,"2km NW of The Geysers, CA",earthquake,0.49,0.99,,1,automatic,nc,nc
2021-02-05T13:53:54.570Z,56.9965,-158.0985,7.05,2.05,ml,5,310,,0.19,av,av91184841,2021-02-05T18:25:33.090Z,"32 km E of Port Heiden, Alaska",earthquake,2.64,1.01,0.306596874240021,7,reviewed,av,av
2021-02-05T13:48:57.729Z,36.43583333,-98.78116667,8.66,1.15,ml,27,142,0.02069593875,0.16,ok,ok2021cmzy,2021-02-08T17:27:44.439Z,"18 km SSE of Waynoka, Oklahoma",earthquake,,0.5,0.14,12,reviewed,ok,ok
2021-02-05T13:38:53.060Z,38.9378333,-122.926,5.56,0.56,md,18,187,0.08839,0.08,nc,nc73518806,2021-02-05T22:29:48.367Z,"9km WSW of Kelseyville, CA",earthquake,0.69,1.46,0.045,3,reviewed,nc,nc
2021-02-05T13:38:50.920Z,36.0841667,-117.9345,4.06,1.48,ml,28,44,0.03097,0.19,ci,ci39541615,2021-02-05T15:00:19.388Z,"4km NNE of Coso Junction, CA",earthquake,0.23,0.45,0.3,18,reviewed,ci,ci
2021-02-05T13:34:27.250Z,32.9871667,-116.444,4.2,1.1,ml,51,47,0.03199,0.19,ci,ci39541607,2021-02-05T17:48:27.470Z,"18km SE of Julian, CA",earthquake,0.17,0.38,0.147,25,reviewed,ci,ci
2021-02-05T13:32:32.270Z,36.44866667,-98.781,7.93,1.56,ml,44,90,0.01619682163,0.18,ok,ok2021cmzk,2021-02-05T14:15:37.611Z,"17 km SSE of Waynoka, Oklahoma",earthquake,,0.2,0.19,16,reviewed,ok,ok
2021-02-05T13:29:18.170Z,17.9791,-66.8261,15,2.15,md,7,195,0.2183,0.13,pr,pr2021036003,2021-02-05T15:28:35.953Z,"1 km SSW of Indios, Puerto Rico",earthquake,1.53,2.45,0.29,2,reviewed,pr,pr
2021-02-05T13:23:20.920Z,35.8608333,-117.6851667,6.98,0.37,ml,15,84,0.08316,0.08,ci,ci39541591,2021-02-05T19:53:55.423Z,"22km ESE of Little Lake, CA",earthquake,0.17,0.44,0.089,5,reviewed,ci,ci
2021-02-05T13:23:02.920Z,19.179666519165,-155.498840332031,34.0499992370605,2.01999998,md,45,83,,0.159999996,hv,hv72341782,2021-02-05T13:26:25.400Z,"3 km SW of Pāhala, Hawaii",earthquake,0.56,0.879999995,1.25999999,18,automatic,hv,hv
2021-02-05T13:22:19.279Z,-24.1846,-67.312,190.2,4.1,mb,,98,1.462,0.81,us,us6000der3,2021-02-06T12:41:44.040Z,"100 km W of San Antonio de los Cobres, Argentina",earthquake,10.2,9.2,0.198,7,reviewed,us,us
2021-02-05T13:18:58.950Z,33.431,-117.0371667,15.18,0.93,ml,31,64,0.04208,0.2,ci,ci39541583,2021-02-05T14:33:08.250Z,"8km NNE of Pala, CA",earthquake,0.28,0.58,0.186,26,reviewed,ci,ci
2021-02-05T13:16:12.462Z,61.5777,-149.9675,33.7,1.6,ml,,,,0.33,ak,ak0211nr6l26,2021-02-05T14:37:41.739Z,"6 km N of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-05T13:14:54.810Z,35.1908333,-118.6925,5.61,1.18,ml,18,59,0.04026,0.16,ci,ci39541575,2021-02-05T14:33:16.152Z,"12km E of Arvin, CA",earthquake,0.35,0.84,0.26,15,reviewed,ci,ci
2021-02-05T13:14:23.370Z,36.69816667,-97.672,7.33,1.51,ml,60,54,0.2150577983,0.17,ok,ok2021cmyv,2021-02-05T13:33:11.071Z,"10 km W of Lamont, Oklahoma",earthquake,,0.5,0.27,24,reviewed,ok,ok
2021-02-05T13:03:56.790Z,36.4655,-121.0438333,8.07,2.36,md,48,78,0.0153,0.1,nc,nc73518801,2021-02-09T03:38:05.447Z,"12km SE of Pinnacles, CA",earthquake,0.2,0.3,0.169,55,reviewed,nc,nc
2021-02-05T12:41:22.240Z,35.7456667,-117.5371667,5.92,0.4,ml,6,104,0.08542,0.13,ci,ci37314044,2021-02-05T21:35:51.794Z,"12km WSW of Searles Valley, CA",earthquake,0.46,1.43,0.075,3,reviewed,ci,ci
2021-02-05T12:41:07.130Z,35.6273333,-117.4631667,6.66,0.8,ml,20,112,0.04075,0.1,ci,ci39541519,2021-02-05T21:32:06.340Z,"16km SSW of Searles Valley, CA",earthquake,0.22,0.46,0.211,9,reviewed,ci,ci
2021-02-05T12:40:54.910Z,44.324,-115.141,12.56,1.55,ml,6,116,0.168,0.15,mb,mb80486454,2021-02-10T00:53:41.220Z,"20 km NW of Stanley, Idaho",earthquake,0.69,0.76,0.122,9,reviewed,mb,mb
2021-02-05T12:29:34.652Z,12.3765,-86.7634,148.47,4.8,mb,,131,0.24,0.84,us,us6000deqg,2021-02-05T13:00:55.040Z,"10 km WNW of La Paz Centro, Nicaragua",earthquake,7.2,4.9,0.03,339,reviewed,us,us
2021-02-05T12:28:04.351Z,63.2517,-151.4442,4.1,1.5,ml,,,,0.85,ak,ak0211nqnpf3,2021-02-05T12:34:40.198Z,"35 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-02-05T12:26:14.960Z,44.3328333,-115.0443333,3.11,1.48,ml,8,107,0.136,0.18,mb,mb80486449,2021-02-09T00:57:21.760Z,"15 km NNW of Stanley, Idaho",earthquake,0.52,1.14,0.144,7,reviewed,mb,mb
2021-02-05T12:25:31.100Z,38.8318329,-122.8148346,1.97,0.56,md,9,86,0.00921,0.01,nc,nc73518791,2021-02-05T12:54:04.672Z,"8km NW of The Geysers, CA",earthquake,0.43,0.84,,1,automatic,nc,nc
2021-02-05T12:20:47.050Z,38.7868347,-122.7941666,4.83,1.13,md,25,116,0.007116,0.08,nc,nc73518786,2021-02-05T14:52:05.337Z,"3km WNW of The Geysers, CA",earthquake,0.45,0.76,0.08,5,automatic,nc,nc
2021-02-05T12:10:12.020Z,60.048,-153.081333333333,0.04,-0.66,ml,4,203,,0.05,av,av91184826,2021-02-05T18:18:47.000Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.34,1.41,0.185002521017614,3,reviewed,av,av
2021-02-05T11:52:20.940Z,63.4393,-147.4434,21.5,1.6,ml,,,,0.75,ak,ak0211nq7g9a,2021-02-05T11:56:36.374Z,"75 km E of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-02-05T11:52:10.260Z,38.8073349,-122.8026657,2.08,0.87,md,8,89,0.005787,0.02,nc,nc73518776,2021-02-05T12:15:08.468Z,"5km NW of The Geysers, CA",earthquake,0.67,1.06,,1,automatic,nc,nc
2021-02-05T11:52:09.007Z,61.0682,-149.8826,39.8,1.7,ml,,,,0.53,ak,ak0211nq7fd0,2021-02-05T11:54:56.115Z,"16 km S of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-02-05T11:48:51.680Z,38.9118333,-122.8815,3.59,1.06,md,30,141,0.05342,0.04,nc,nc73518771,2021-02-09T03:52:05.532Z,"8km SSW of Kelseyville, CA",earthquake,0.39,0.66,0.067,5,reviewed,nc,nc
2021-02-05T11:48:30.770Z,33.4823333,-116.4586667,12.49,0.46,ml,29,69,0.09629,0.12,ci,ci39541511,2021-02-05T21:38:38.693Z,"22km ESE of Anza, CA",earthquake,0.2,0.49,0.116,8,reviewed,ci,ci
2021-02-05T11:47:47.697Z,20.9734,97.8144,10.1,4.4,mwr,,42,0.757,0.57,us,us6000depg,2021-02-06T14:58:17.165Z,"Myanmar",earthquake,4.2,3.8,0.098,10,reviewed,us,us
2021-02-05T11:43:08.500Z,19.2063331604004,-155.425170898438,36.7000007629395,2.06999993,md,46,141,,0.109999999,hv,hv72341727,2021-02-05T11:46:09.470Z,"5 km E of Pāhala, Hawaii",earthquake,0.53,0.800000012,1.22000003,12,automatic,hv,hv
2021-02-05T11:40:14.980Z,35.578,-117.4103333,5.04,0.95,ml,27,96,0.04312,0.12,ci,ci39541503,2021-02-05T21:28:38.766Z,"21km S of Trona, CA",earthquake,0.2,0.28,0.164,9,reviewed,ci,ci
2021-02-05T11:36:18.930Z,36.248,-89.4645,6.88,1.31,md,10,79,0.03843,0.04,nm,nm60323707,2021-02-05T15:53:43.920Z,"2 km SE of Ridgely, Tennessee",earthquake,0.59,0.7,0.065,8,reviewed,nm,nm
2021-02-05T11:34:41.470Z,46.8793333333333,-121.894166666667,8.4,1.5,ml,28,56,0.04183,0.13,uw,uw61712021,2021-02-05T18:28:53.780Z,"17 km NE of Ashford, Washington",earthquake,0.22,0.23,0.160774465135889,12,reviewed,uw,uw
2021-02-05T11:29:57.620Z,35.5761667,-117.4088333,4.99,2.29,ml,37,96,0.04471,0.15,ci,ci39541495,2021-02-05T21:22:00.590Z,"21km S of Trona, CA",earthquake,0.18,0.32,0.183,67,reviewed,ci,ci
2021-02-05T11:26:11.220Z,38.8333333,-122.8181667,1.83,0.28,md,19,50,0.01177,0.02,nc,nc73518761,2021-02-05T22:03:44.382Z,"8km NW of The Geysers, CA",earthquake,0.22,0.49,0.28,3,reviewed,nc,nc
2021-02-05T11:25:26.324Z,-24.1532,-67.4595,203.48,4.3,mb,,98,1.365,0.62,us,us6000depb,2021-02-05T23:48:01.999Z,"116 km W of San Antonio de los Cobres, Argentina",earthquake,7.9,11.9,0.218,6,reviewed,us,us
2021-02-05T11:21:57.570Z,35.7463333,-117.5438333,3.39,0.34,ml,9,96,0.08186,0.13,ci,ci37465517,2021-02-05T21:12:12.078Z,"13km W of Searles Valley, CA",earthquake,0.3,1.34,0.168,5,reviewed,ci,ci
2021-02-05T11:21:30.940Z,35.8826667,-117.6801667,6.72,0.48,ml,18,49,0.06944,0.14,ci,ci39541487,2021-02-05T21:06:47.621Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.44,0.062,6,reviewed,ci,ci
2021-02-05T11:13:21.410Z,19.1989994049072,-155.411666870117,34.6800003051758,2.18000007,md,45,156,,0.119999997,hv,hv72341692,2021-02-05T11:16:30.130Z,"7 km E of Pāhala, Hawaii",earthquake,0.59,0.850000024,0.99000001,9,automatic,hv,hv
2021-02-05T11:03:52.810Z,37.832,-122.0463333,6.18,1.01,md,18,106,0.02037,0.05,nc,nc73518756,2021-02-05T21:29:38.600Z,"2km SSW of Alamo, CA",earthquake,0.23,0.27,0.309,15,reviewed,nc,nc
2021-02-05T11:03:04.380Z,44.3095,-115.195,7.03,1.88,ml,10,83,0.19,0.28,mb,mb80486444,2021-02-09T00:51:17.300Z,"22 km WNW of Stanley, Idaho",earthquake,0.72,1.32,0.266,11,reviewed,mb,mb
2021-02-05T11:01:04.405Z,62.0658,-148.2387,25.5,1.8,ml,,,,0.62,ak,ak0211npwhhe,2021-02-05T11:12:42.325Z,"32 km NNE of Chickaloon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-05T10:55:59.770Z,58.661,-153.9253,86.7,1.6,ml,,,,0.92,ak,ak0211npmqtl,2021-02-05T11:04:21.178Z,"89 km NW of Aleneva, Alaska",earthquake,,1.8,,,automatic,ak,ak
2021-02-05T10:33:23.242Z,44.3188,-115.1539,12.13,2.5,ml,,81,0.171,0.41,us,us6000dep4,2021-02-05T15:25:57.720Z,"20 km WNW of Stanley, Idaho",earthquake,2.3,7,0.053,46,reviewed,us,us
2021-02-05T10:27:08.779Z,35.5845,-97.4005,6.8,0.64,ml,19,68,0.0863830487,0.18,ok,ok2021cmth,2021-02-08T19:41:37.866Z,"6 km NE of Lake Aluma, Oklahoma",earthquake,,0.6,0.16,8,reviewed,ok,ok
2021-02-05T10:24:07.450Z,51.9205,-176.987333333333,9.12,0.11,ml,5,308,,0.17,av,av91018738,2021-02-06T02:45:00.860Z,"24 km WNW of Adak, Alaska",earthquake,2.44,2.07,0.23278488646346,4,reviewed,av,av
2021-02-05T10:24:00.290Z,36.22766667,-97.09,7.73,1.2,ml,58,42,0,0.24,ok,ok2021cmte,2021-02-05T14:05:51.156Z,"10 km SW of Morrison, Oklahoma",earthquake,,0.5,0.21,25,reviewed,ok,ok
2021-02-05T10:22:01.350Z,44.3045,-115.2006667,7.72,2.06,ml,10,83,0.191,0.23,mb,mb80486424,2021-02-08T21:29:14.580Z,"23 km WNW of Stanley, Idaho",earthquake,0.61,1.19,0.251,10,reviewed,mb,mb
2021-02-05T10:21:57.100Z,33.2903333,-116.7516667,11.96,2.26,ml,112,11,0.05453,0.17,ci,ci39541471,2021-02-08T08:34:53.341Z,"6km N of Lake Henshaw, CA",earthquake,0.11,0.35,0.16,104,reviewed,ci,ci
2021-02-05T10:14:58.480Z,19.1674995422363,-155.489837646484,31.1599998474121,1.98000002,md,47,146,,0.109999999,hv,hv72341682,2021-02-05T10:18:01.230Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.56,0.709999979,0.860000014,16,automatic,hv,hv
2021-02-05T10:11:43.300Z,19.2465000152588,-155.417327880859,32,1.75,md,36,91,,0.129999995,hv,hv72341677,2021-02-05T10:14:59.190Z,"8 km NE of Pāhala, Hawaii",earthquake,0.5,0.959999979,1.69000006,6,automatic,hv,hv
2021-02-05T10:08:46.040Z,19.171667098999,-155.476501464844,29.9899997711182,1.73000002,md,41,80,,0.159999996,hv,hv72341672,2021-02-05T10:12:15.420Z,"3 km S of Pāhala, Hawaii",earthquake,0.58,0.870000005,1.42999995,7,automatic,hv,hv
2021-02-05T10:02:56.399Z,34.3885,-97.43183333,4.7,1.42,ml,20,102,0.04229170093,0.41,ok,ok2021cmsm,2021-02-08T15:00:19.186Z,"9 km SE of Ratliff City, Oklahoma",earthquake,,1.3,0.17,9,reviewed,ok,ok
2021-02-05T09:59:11.320Z,19.1591663360596,-155.473007202148,31.6100006103516,1.82000005,md,39,116,,0.170000002,hv,hv72341662,2021-02-05T10:02:28.130Z,"4 km S of Pāhala, Hawaii",earthquake,0.68,1.02999997,0.800000012,5,automatic,hv,hv
2021-02-05T09:55:42.413Z,61.9171,-150.0717,35.5,1.3,ml,,,,0.54,ak,ak0211np19vl,2021-02-05T09:58:24.824Z,"19 km N of Willow, Alaska",earthquake,,6.5,,,automatic,ak,ak
2021-02-05T09:48:21.480Z,51.9365,-177.019833333333,7.66,0.35,ml,6,313,,0.08,av,av91018733,2021-02-06T02:41:19.190Z,"27 km WNW of Adak, Alaska",earthquake,0.76,0.66,0.29808073292371,5,reviewed,av,av
2021-02-05T09:47:56.450Z,38.9885,-123.3163333,7.68,1.07,md,7,117,0.1865,0.04,nc,nc73518716,2021-02-05T19:56:05.306Z,"5km ESE of Boonville, CA",earthquake,0.28,1.95,0.331,7,reviewed,nc,nc
2021-02-05T09:42:02.909Z,61.1215,-148.396,18.1,1.5,ml,,,,1.07,ak,ak0211noyeiu,2021-02-05T09:50:44.083Z,"41 km NNE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-05T09:38:45.340Z,44.3101667,-115.178,9.18,1.78,ml,9,83,0.18,0.23,mb,mb80486419,2021-02-09T00:44:59.790Z,"21 km WNW of Stanley, Idaho",earthquake,0.71,1.18,0.26,11,reviewed,mb,mb
2021-02-05T09:37:02.039Z,59.1843,-152.6807,56.5,2,ml,,,,0.63,ak,ak0211noxbvg,2021-02-05T09:49:03.812Z,"47 km WSW of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-05T09:33:43.264Z,60.9321,-151.0133,52.3,1.6,ml,,,,0.22,ak,ak0211nowk6u,2021-02-05T09:37:31.996Z,"16 km SSE of Tyonek, Alaska",earthquake,,1.7,,,automatic,ak,ak
2021-02-05T09:24:17.260Z,38.8226662,-122.8451691,2.17,0.57,md,9,88,0.007933,0.01,nc,nc73518701,2021-02-05T09:40:04.616Z,"9km WNW of The Geysers, CA",earthquake,0.46,1.23,,1,automatic,nc,nc
2021-02-05T09:19:38.880Z,19.2205009460449,-155.410659790039,32.0800018310547,2.19,ml,50,141,,0.140000001,hv,hv72341642,2021-02-05T11:13:52.040Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.47,0.709999979,4.14,3,automatic,hv,hv
2021-02-05T09:17:46.142Z,62.9629,-150.4239,104.7,1.5,ml,,,,0.3,ak,ak0211not4ye,2021-02-05T09:22:20.593Z,"54 km NNE of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-02-05T09:13:17.468Z,61.3925,-150.0785,39.1,1.4,ml,,,,0.21,ak,ak0211nos7vo,2021-02-05T09:20:40.145Z,"6 km NW of Point MacKenzie, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-02-05T09:11:48.960Z,32.7458333,-115.8198333,9.14,1.38,ml,27,82,0.1244,0.2,ci,ci39541463,2021-02-05T19:30:16.146Z,"16km E of Ocotillo, CA",earthquake,0.29,0.75,0.253,21,reviewed,ci,ci
2021-02-05T09:07:57.947Z,-4.5002,102.2208,52.88,4.5,mb,,98,0.745,0.63,us,us6000deml,2021-02-05T09:23:51.040Z,"77 km S of Bengkulu, Indonesia",earthquake,7.3,8,0.125,19,reviewed,us,us
2021-02-05T09:04:01.700Z,32.746,-115.8301667,7.82,1.27,ml,19,82,0.1252,0.21,ci,ci39541455,2021-02-05T14:34:43.724Z,"15km E of Ocotillo, CA",earthquake,0.43,1.13,0.213,17,reviewed,ci,ci
2021-02-05T08:27:45.873Z,59.2091,-152.7509,59.8,1.7,ml,,,,0.67,ak,ak0211no9uhn,2021-02-05T08:34:15.666Z,"50 km WSW of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-05T08:25:12.380Z,33.1111667,-115.6158333,9.89,1.17,ml,27,53,0.03154,0.17,ci,ci39541447,2021-02-05T19:21:10.697Z,"8km N of Westmorland, CA",earthquake,0.22,0.42,0.307,13,reviewed,ci,ci
2021-02-05T08:24:47.750Z,38.8214989,-122.8454971,2.01,0.1,md,14,76,0.008334,0.03,nc,nc73518691,2021-02-05T09:24:04.520Z,"9km WNW of The Geysers, CA",earthquake,0.25,0.48,0.02,3,automatic,nc,nc
2021-02-05T08:21:19.620Z,60.2855,-143.265,1.9,1,ml,,,,0.65,ak,ak0211no8i1s,2021-02-05T17:48:17.838Z,"129 km S of McCarthy, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-05T08:14:58.100Z,19.1901666666667,-155.446833333333,37.05,1.8,md,48,131,,0.12,hv,hv72341592,2021-02-06T02:48:42.940Z,"3 km ESE of Pāhala, Hawaii",earthquake,0.56,0.7,0.0325439915104722,24,reviewed,hv,hv
2021-02-05T08:14:31.220Z,38.8215,-122.8438333,2.32,1.82,md,47,53,0.007063,0.03,nc,nc73518676,2021-02-09T05:18:04.566Z,"9km WNW of The Geysers, CA",earthquake,0.14,0.24,0.249,17,reviewed,nc,nc
2021-02-05T08:14:24.960Z,38.8218333,-122.8441667,2.13,0.39,md,21,75,0.007251,0.02,nc,nc73518681,2021-02-09T01:37:30.211Z,"9km WNW of The Geysers, CA",earthquake,0.21,0.4,0.084,3,reviewed,nc,nc
2021-02-05T08:10:01.660Z,17.9581,-66.848,11,3.16,md,24,191,0.0355,0.11,pr,pr2021036001,2021-02-05T09:43:07.453Z,"4 km ESE of Maria Antonia, Puerto Rico",earthquake,0.48,0.34,0.06,11,reviewed,pr,pr
2021-02-05T08:09:52.850Z,35.1325,-95.38783333,7.38,1.21,ml,22,194,0.09628110636,0.19,ok,ok2021cmot,2021-02-08T15:14:55.550Z,"1 km NW of Quinton, Oklahoma",earthquake,,0.6,0.25,7,reviewed,ok,ok
2021-02-05T08:06:56.250Z,38.8213348,-122.7643356,1.95,1.01,md,18,119,0.01011,0.02,nc,nc73518671,2021-02-05T10:27:06.914Z,"4km W of Cobb, CA",earthquake,0.28,0.44,0.07,3,automatic,nc,nc
2021-02-05T08:01:40.579Z,35.142,-95.38033333,6.84,1.47,ml,24,193,0.09448145951,0.2,ok,ok2021cmom,2021-02-08T17:22:50.140Z,"2 km NNW of Quinton, Oklahoma",earthquake,,0.7,0.24,11,reviewed,ok,ok
2021-02-05T08:00:59.200Z,38.8098335,-122.8274994,1.22,0.56,md,7,155,0.001628,0.01,nc,nc73518666,2021-02-05T10:00:04.733Z,"7km WNW of The Geysers, CA",earthquake,0.4,0.81,,1,automatic,nc,nc
2021-02-05T07:54:50.830Z,38.8325005,-122.8170013,2.02,0.56,md,10,111,0.01058,0.02,nc,nc73518661,2021-02-05T09:32:04.566Z,"8km NW of The Geysers, CA",earthquake,0.35,1.02,,1,automatic,nc,nc
2021-02-05T07:53:34.641Z,6.827,-73.0564,152.92,4.5,mb,,79,0.928,1.18,us,us6000dem5,2021-02-07T22:02:18.237Z,"northern Colombia",earthquake,7.1,8,0.098,30,reviewed,us,us
2021-02-05T07:53:09.250Z,19.198,-155.4255,33.16,1.72,md,38,148,,0.11,hv,hv72341572,2021-02-05T22:27:22.970Z,"5 km E of Pāhala, Hawaii",earthquake,0.54,0.82,0.044479141214619,21,reviewed,hv,hv
2021-02-05T07:52:06.760Z,38.8268318,-122.8201675,0.59,0.56,md,12,69,0.01219,0.02,nc,nc73518651,2021-02-05T09:05:04.402Z,"8km NW of The Geysers, CA",earthquake,0.23,0.69,,1,automatic,nc,nc
2021-02-05T07:51:27.800Z,39.1051667,-123.5788333,-0.4,1.2,md,14,105,0.06736,0.08,nc,nc73518656,2021-02-05T23:00:05.527Z,"19km ESE of Navarro Head, CA",earthquake,0.18,0.52,0.01,9,reviewed,nc,nc
2021-02-05T07:47:32.250Z,46.8813333333333,-121.91,10.84,1.36,ml,28,56,0.03207,0.11,uw,uw61712001,2021-02-05T18:08:04.240Z,"16 km NE of Ashford, Washington",earthquake,0.25,0.34,0.165183975480524,13,reviewed,uw,uw
2021-02-05T07:47:11.280Z,38.8235016,-122.8030014,3.71,0.55,md,10,101,0.005526,0.01,nc,nc73518646,2021-02-05T08:38:05.220Z,"6km NW of The Geysers, CA",earthquake,0.47,1.29,,1,automatic,nc,nc
2021-02-05T07:45:37.950Z,44.3108333,-115.1891667,8.89,1.88,ml,9,83,0.187,0.29,mb,mb80486414,2021-02-08T23:59:38.610Z,"22 km WNW of Stanley, Idaho",earthquake,0.83,1.45,0.435,10,reviewed,mb,mb
2021-02-05T07:42:39.070Z,44.3108333,-115.1751667,4.37,1.73,ml,10,82,0.179,0.21,mb,mb80486409,2021-02-08T23:49:51.660Z,"21 km WNW of Stanley, Idaho",earthquake,0.55,1.63,0.301,11,reviewed,mb,mb
2021-02-05T07:42:33.780Z,52.074,-176.1155,5.04,1.14,ml,5,125,,0.08,av,av91184766,2021-02-05T18:08:43.210Z,"42 km ENE of Adak, Alaska",earthquake,0.35,0.42,0.183781126311268,5,reviewed,av,av
2021-02-05T07:38:15.051Z,61.1057,-146.6645,42.5,1.5,ml,,,,1.88,ak,ak0211nnqpsl,2021-02-05T17:30:25.841Z,"17 km W of Valdez, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2021-02-05T07:33:36.990Z,19.1963333333333,-155.452166666667,36.43,1.78,md,46,121,,0.1,hv,hv72341542,2021-02-05T23:24:43.800Z,"2 km ESE of Pāhala, Hawaii",earthquake,0.46,0.64,0.0374386743087405,22,reviewed,hv,hv
2021-02-05T07:32:11.369Z,36.03533333,-97.90966667,5.82,0.99,ml,23,67,0.1916623893,0.2,ok,ok2021cmnn,2021-02-08T17:17:07.274Z,"5 km N of Dover, Oklahoma",earthquake,,0.8,0.18,6,reviewed,ok,ok
2021-02-05T07:27:05.390Z,19.1866664886475,-155.481674194336,32.4700012207031,2.26999998,md,51,76,,0.119999997,hv,hv72341537,2021-02-05T07:30:56.580Z,"1 km S of Pāhala, Hawaii",earthquake,0.49,0.639999986,1.25,24,automatic,hv,hv
2021-02-05T07:26:49.570Z,36.0325,-97.90716667,5.96,0.75,ml,18,102,0.1025798703,0.21,ok,ok2021cmnj,2021-02-08T17:07:15.174Z,"5 km N of Dover, Oklahoma",earthquake,,0.8,0.1,4,reviewed,ok,ok
2021-02-05T07:20:57.800Z,35.6623333,-117.488,7.14,0.57,ml,10,161,0.07853,0.07,ci,ci39541431,2021-02-05T14:35:16.874Z,"14km SSW of Searles Valley, CA",earthquake,0.49,0.72,0.144,7,reviewed,ci,ci
2021-02-05T07:17:25.680Z,19.3525,-155.0415,4.06,2.57,ml,50,184,,0.13,hv,hv72341527,2021-02-06T02:01:32.122Z,"15 km SE of Fern Forest, Hawaii",earthquake,0.42,0.61,0.185785254117567,22,reviewed,hv,hv
2021-02-05T07:16:54.710Z,58.3101666666667,-154.9395,2.44,-0.35,ml,5,288,,0.18,av,av91018728,2021-02-06T00:51:44.780Z,"87 km NNW of Karluk, Alaska",earthquake,1.25,0.77,0.159875725329613,3,reviewed,av,av
2021-02-05T07:14:34.830Z,46.109,-111.5898333,5.91,1.18,ml,10,113,0.268,0.2,mb,mb80486404,2021-02-05T15:07:33.850Z,"10 km SSE of Radersburg, Montana",earthquake,0.84,10.89,0.12,4,reviewed,mb,mb
2021-02-05T07:09:37.090Z,35.651,-84.5711667,8.6,1.55,md,5,202,0.1148,0.4,se,se60121723,2021-02-05T15:45:49.530Z,"11 km WNW of Sweetwater, Tennessee",earthquake,2,7.36,0.033,4,reviewed,se,se
2021-02-05T07:09:24.430Z,44.3128333,-115.1815,5.81,2.53,ml,9,83,0.184,0.2,mb,mb80486399,2021-02-08T23:42:16.650Z,"22 km WNW of Stanley, Idaho",earthquake,0.52,1.19,0.2,12,reviewed,mb,mb
2021-02-05T07:07:54.255Z,-4.1349,150.4128,439.55,4.7,mb,,56,1.747,0.44,us,us6000delt,2021-02-05T07:35:05.040Z,"159 km N of Kimbe, Papua New Guinea",earthquake,11.9,8.8,0.083,44,reviewed,us,us
2021-02-05T07:05:39.899Z,44.3221,-115.2263,3.33,3.5,ml,,85,0.215,1.18,us,us6000delq,2021-02-06T07:07:22.232Z,"25 km WNW of Stanley, Idaho",earthquake,1.9,4.2,0.036,100,reviewed,us,us
2021-02-05T07:03:19.570Z,44.315,-115.1835,6.19,1.66,ml,11,83,0.186,0.22,mb,mb80486384,2021-02-08T23:34:32.960Z,"22 km WNW of Stanley, Idaho",earthquake,0.5,1.12,0.301,10,reviewed,mb,mb
2021-02-05T07:02:37.640Z,35.5893333,-117.375,3.43,1.77,ml,32,109,0.06481,0.17,ci,ci39541423,2021-02-05T19:12:19.517Z,"19km S of Trona, CA",earthquake,0.23,0.58,0.136,34,reviewed,ci,ci
2021-02-05T06:54:03.287Z,64.0068,-151.5395,0,1.4,ml,,,,0.94,ak,ak0211nn8obs,2021-02-05T06:57:06.324Z,"40 km ENE of Lake Minchumina, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-02-05T06:40:03.540Z,36.52416667,-98.98933333,8.18,0.58,ml,18,144,0.04859046489,0.05,ok,ok2021cmlu,2021-02-08T16:59:31.011Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.19,9,reviewed,ok,ok
2021-02-05T06:37:42.390Z,38.9485,-122.3255,14.19,1.48,md,13,99,0.1067,0.04,nc,nc73518631,2021-02-05T21:40:06.956Z,"24km WSW of Arbuckle, CA",earthquake,0.41,1.53,0.245,11,reviewed,nc,nc
